file{ path = "enemies/skelfos.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/skullbat.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_cyan.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_egg.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_green.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_green_small.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_purple.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_red.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/slime_yellow.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/soldier.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc/animals", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc/animals/bird.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc/animals/butterfly.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc/animals/cat.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "entities/npc/animals/worf.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "fonts/8_bit.png", author = "usr_share, Christopho", license = "Public domain" }
file{ path = "fonts/comicoro.ttf", author = "Jeti", license = "CC BY 4.0" }
file{ path = "fonts/enter_command.ttf", author = "Jeti", license = "CC BY 4.0" }
file{ path = "fonts/enter_command_mono.ttf", author = "Jeti", license = "CC BY 4.0" }
file{ path = "items/bomb.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/bomb_bag.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/bombs_counter.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/gem.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/heart.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/money_bag.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/sword.lua", author = "Christopho", license = "GPL v3" }
file{ path = "items/tunic.lua", author = "Christopho", license = "GPL v3" }
file{ path = "languages/en/text/strings.dat", author = "Christopho", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/boss.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/castle.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/house_inside1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/house_inside2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/house_inside3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/diarandor/select_name_menu.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/boss.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/cave.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/dungeon_finished.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/fairy.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/fanfare.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/game_over.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/lunarius.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/mini_game.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/mountains.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/neptune_battle.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/overworld.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/soldiers.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/sword_fanfare.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/title_screen.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/village.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/eduardo/witch_hut.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "musics/voadi", license = "CC BY-SA 4.0" }
file{ path = "musics/voadi/indoors.ogg", author = "Adam Kol, Jay Quigley", license = "CC BY-SA 4.0" }
file{ path = "musics/voadi/swamp.ogg", author = "serviceshock", license = "CC BY-SA 4.0" }
file{ path = "musics/voadi/tropical_island.ogg", author = "cosmicgem829", license = "CC BY-SA 4.0" }
file{ path = "musics/zonzifleur", author = "Louis Couka", license = "CC BY-SA 4.0" }
file{ path = "musics/zonzifleur/carrousel.ogg", author = "Louis Couka", license = "CC BY-SA 4.0" }
file{ path = "scripts/console.lua", author = "Christopho, Maxs", license = "GPL v3" }
file{ path = "scripts/coroutine_helper.lua", author = "std::gregwar", license = "GPL v3" }
file{ path = "scripts/debug.lua", author = "Christopho, Maxs", license = "GPL v3" }
file{ path = "scripts/features.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/game_manager.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/hud", license = "GPL v3" }
file{ path = "scripts/hud/action_icon.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/hud/attack_icon.lua", author = "Olivier Cléro", license = "GPL v3" }
file{ path = "scripts/hud/hearts.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/hud/hud.lua", author = "Christopho, Olivier Cléro", license = "GPL v3" }
file{ path = "scripts/hud/hud_config.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/hud/hud_icon.lua", author = "Olivier Cléro", license = "GPL v3" }
file{ path = "scripts/hud/item_icon.lua", author = "Olivier Cléro", license = "GPL v3" }
file{ path = "scripts/hud/money.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/hud/pause_icon.lua", author = "Olivier Cléro", license = "GPL v3" }
file{ path = "scripts/initial_game.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/language_manager.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/menus", license = "GPL v3" }
file{ path = "scripts/menus/dialog_box.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/menus/initial_menus_config.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/menus/solarus_logo.lua", author = "Maxs", license = "GPL v3" }
file{ path = "scripts/menus/start_game.lua", author = "Christopho", license = "GPL v3" }
file{ path = "scripts/mouse_control.lua", author = "Vlag, Christopho", license = "GPL v3" }
file{ path = "scripts/multi_events.lua", author = "Christopho, std::gregwar", license = "GPL v3" }
file{ path = "scripts/text_fx_helper.lua", author = "Olivier Cléro", license = "GPL v3" }
file{ path = "shaders/6xbrz.dat", author = "Christopho", license = "GPL v3" }
file{ path = "shaders/6xbrz.frag.glsl", author = "Hyllian", license = "GPL v3" }
file{ path = "shaders/6xbrz.vert.glsl", author = "Hyllian", license = "GPL v3" }
file{ path = "shaders/default.dat", author = "Christopho", license = "GPL v3" }
file{ path = "shaders/default.frag.glsl", author = "std::gregwar", license = "GPL v3" }
file{ path = "shaders/default.vert.glsl", author = "std::gregwar", license = "GPL v3" }
file{ path = "shaders/grayscale.dat", author = "Christopho", license = "GPL v3" }
file{ path = "shaders/grayscale.frag.glsl", author = "Vlag", license = "GPL v3" }
file{ path = "shaders/hq2x.dat", author = "Christopho", license = "GPL v3" }
file{ path = "shaders/hq2x.frag.glsl", author = "slime73, Vlag", license = "GPL v3" }
file{ path = "shaders/sepia.dat", author = "Christopho", license = "GPL v3" }
file{ path = "shaders/sepia.frag.glsl", author = "Vlag", license = "GPL v3" }
file{ path = "sounds/arrow_hit.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bird_chirp.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bird_chirp1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bird_chirp2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bird_cute.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bomb.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/boomerang.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/boss_charge.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/boss_fireball.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/boss_hurt.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/boss_killed.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bounce.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bow.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/bush.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cane.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cane2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cane3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cat.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/chest_appears.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/chest_open.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cricket.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/crystal.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/crystal2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/cursor.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/danger.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/diarandor", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/diarandor/solarus_logo.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/door_closed.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/door_open.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/door_unlocked.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/eduardo", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "sounds/eduardo/secret.ogg", author = "Eduardo Dueñas", license = "CC BY-SA 4.0" }
file{ path = "sounds/electrified.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/electrified2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/enemy_awake.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/enemy_hurt.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/enemy_killed.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/explosion.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/falling_on_hole.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/falling_rock.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/fire_ball.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/fire_ball2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/frost1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/frost2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/heart.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/heart_container.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_dying.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_falls.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_hurt.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_lands.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_pushes.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hero_seen.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/hookshot.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/item_fall.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/jump.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/key_fall.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/lamp.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/lift.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/magnet1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/message_end.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/message_letter.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/money_counter.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/money_counter_end.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/monster_hurt.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/mouse.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/ok.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/open_lock.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/pause_closed.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/pause_open.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/picked_item.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/picked_money.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/picked_small_key.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/quake.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/running.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/running_obstacle.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/shield.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/shield2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/shield3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/soft_tap.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/splash.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/stairs_down_end.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/stairs_down_start.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/stairs_up_end.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/stairs_up_start.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/stone.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/swim.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/switch.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/switch_hero.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword4.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword_spin_attack_load.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword_spin_attack_release.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword_tapping.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/sword_tapping_weak_wall.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/teleporter.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/throw.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/thunder1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/thunder2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/thunder3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/thunder_double.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/thunder_far.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/timer.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/timer2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/timer_hurry.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/tongue.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/treasure.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/victory.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/walk_on_grass.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/walk_on_water.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/warp.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/water_fill.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/wings1.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/wings2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/world_warp.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/wrong.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/wrong2.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sounds/wrong3.ogg", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/beaver.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/beaver.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/bird_red.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/birds.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly_blue.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly_pink.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly_purple.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly_white.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/butterfly_yellow.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_green.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_green.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_red.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_red.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_yellow.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/cat_yellow.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/chicken.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/chicken.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/chimp.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/fox.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/fox.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/lion.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/lion.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/meow_orange.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/meow_orange.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/mosquito.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/mosquito.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/mouse.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/mouse.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/phoenix.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/phoenix.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/primates.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sea_turtle.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sea_turtle.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_bartender.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_scientist.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_trash1.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_trash2.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_trash3.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/seagull_trash4.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sheep.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sheep.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sheep_wolf.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/sheep_wolf.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/spider.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/squirrel.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/squirrel.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/wolf.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/wolf.png", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/worf_brown.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/animals/worf_brown.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/bertram_block.dat", author = "Christopho", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/bertram_blocks.png", author = "Bertram", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_blue.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_brown.dat", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_green.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_grey.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_pink.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_purple.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_red.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_violet.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/block_yellow.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/outside_block.dat", author = "Alex Gleason", license = "CC BY-SA 4.0" }
file{ path = "sprites/blocks/statue.dat", author = "DragonDePlatino", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/bertram_big_chest.dat", author = "Christopho", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/bertram_chest.dat", author = "Christopho", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/bertram_chest.png", author = "Bertram", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest.png", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_blue.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_brown.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_green.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_purple.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_red.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/chest_yellow.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/large_chest_brown.dat", author = "Diarandor", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zane_chest_gold.dat", author = "Zane Kukta", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zane_chest_gold.png", author = "Zane Kukta", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zane_chest_green.dat", author = "Zane Kukta", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zane_chest_green.png", author = "Zane Kukta", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zoria_big_chest.dat", author = "DragonDePlatino", license = "CC BY-SA 4.0" }
file{ path = "sprites/chests/zoria_chest.dat", author = "DragonDePlatino", license = "CC BY-SA 4.0" }
file{ path = "sprites/console", license = "CC BY-SA 4.0" }
file{ path = "sprites/console/cursor.dat", author = "Maxs", license = "CC BY-SA 4.0" }
file{ path = "sprites/console/cursor.png", author = "Maxs", license = "CC BY-SA 4.0" }
file{ path = "sprites/console/icons.dat", author = "Maxs", license = "CC BY-SA 4.0" }
file{ path = "sprites/console/icons.png", author = "Maxs", license = "CC BY-SA 4.0" }
file{ path = "sprites/destructibles", license = "CC BY-SA 4.0" }
file{ path = "sprites/destructibles/bomb_flower.dat", author = "Christopho", license = "CC BY-SA 4.0" }
file{ path = "sprites/destructibles/bomb_flower.png", author = "Bertram", license = "CC BY-SA 4.0" }
